tree_id,tree_name,dedication_type,dedication_year,dedication_honoree,dedication_desc,scientific_name,additional_taxonomy,height_class,diameter_breast_height,age_class,canopy_radius,condition
417,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,4 in.,Mature,10 ft.,Good
418,Crabapple,N/A,,,,Malus sp,,Medium,6 in.,Mature,10 ft.,Good
419,Norway Maple,N/A,,,,Acer platanoides,Columnare,Large,14 in.,Mature,15 ft.,Good
420,Crabapple,N/A,,,,Malus sp,,Medium,7 in.,Mature,15 ft.,Good
421,Crabapple,N/A,,,,Malus sp,,Medium,4 in.,Mature,6 ft.,Good
422,River Birch,N/A,,,,Betula nigra,,Medium,7 in.,Mature,15 ft.,Good
423,White Ash,N/A,,,,Fraxinus americana,,Medium,4 in.,Young,10 ft.,Good
424,European Beech,N/A,,,,Fagus sylvatica,FASY Fagus sylvatica,Medium,12 in.,Young,6 ft.,Good
425,Callery Pear,N/A,,,,Pyrus calleryana,PYCABR Pyrus calleryana,Medium,6 in.,Semi-mature,10 ft.,Good
426,Callery Pear,N/A,,,,Pyrus calleryana,Chanticleer,Small,2 in.,Young,4 ft.,Good
427,Red Maple,Memorial,0,Conrad & Violet Gasteier,In ground marker,Acer rubrum,,Small,3 in.,Young,6 ft.,Good
428,Northern Red Oak,To honor,0,Gladys A. & Raymond D. Robinson,In ground marker,Quercus rubra,,Small,5 in.,Young,6 ft.,Good
429,White Ash,Memorial,2008,Rebecca Jane Swarr,In ground marker,Fraxinus americana,,Small,4 in.,Young,6 ft.,Good
430,Northern Red Oak,Memorial,2005,Dr. Karl A. Robert,In ground marker,Quercus rubra,,Large,11 in.,Semi-mature,20 ft.,Good
431,Yellowwood,N/A,,,,Cladrastis kentukea,,Medium,10 in.,Semi-mature,6 ft.,Fair
432,Douglas Fir,N/A,,,,Pseudotsuga menziesii,,Medium,9 in.,Semi-mature,6 ft.,Fair
433,Amur Maple,N/A,,,,Acer ginnala,,,4 in.,Mature,10 ft.,Good
434,European Beech,N/A,,,,Fagus sylvatica,FASY Fagus sylvatica,Large,18 in.,Mature,20 ft.,Good
435,Crabapple,N/A,,,,Malus sp,Prairiefire,Small,3 in.,Semi-mature,6 ft.,Good
436,Crabapple,N/A,,,,Malus sp,Prairiefire,Small,4 in.,Semi-mature,6 ft.,Good
437,Crabapple,N/A,,,,Malus sp,Prairiefire,Small,4 in.,Semi-mature,6 ft.,Good
438,Colorado Blue Spruce,N/A,,,,Picea pungens,,Small,4 in.,Young,6 ft.,Good
439,Colorado Blue Spruce,N/A,,,,Picea pungens,,Small,4 in.,Young,6 ft.,Good
440,Crabapple,N/A,,,,Malus sp,Prairiefire,Small,4 in.,Young,10 ft.,Good
441,Crabapple,N/A,,,,Malus sp,Prairiefire,Small,3 in.,Young,6 ft.,Good
442,Crabapple,N/A,,,,Malus sp,Prairiefire,Small,2 in.,Young,6 ft.,Good
443,Colorado Blue Spruce,N/A,,,,Picea pungens,,Medium,6 in.,Young,6 ft.,Good
444,Colorado Blue Spruce,N/A,,,,Picea pungens,,Medium,6 in.,Young,6 ft.,Good
445,Colorado Blue Spruce,N/A,,,,Picea pungens,Shiner Blue,Medium,6 in.,Young,6 ft.,Good
446,Northern Red Oak,Memorial,1996,Carol Jean (Jonas) Barry,In ground marker,Quercus rubra,,Small,1 in.,Young,6 ft.,Good
447,Shingle Oak,N/A,,,,Quercus imbricaria,,Large,18 in.,Mature,20 ft.,Good
448,Northern Red Oak,To honor,0,Gladys A. & Raymond D. Robinson,In ground marker,Quercus rubra,,Small,5 in.,Young,6 ft.,Good
449,Common Honeylocust,Class tree,2002,Class of 2002,In ground marker,Gleditsia triacanthos,Shademaster,Medium,6 in.,Young,10 ft.,Good
450,Common Honeylocust,Class tree,,,In ground marker,Gleditsia triacanthos,Shademaster,Medium,6 in.,Young,10 ft.,Good
451,Common Honeylocust,Class tree,2003,Class of 1953,In ground marker,Gleditsia triacanthos,Shademaster,Medium,4 in.,Young,10 ft.,Good
452,Common Honeylocust,Class tree,2004,Class of 1954,In ground marker,Gleditsia triacanthos,Shademaster,Medium,6 in.,Young,10 ft.,Fair
453,Common Honeylocust,N/A,,,,Gleditsia triacanthos,Shademaster,Medium,6 in.,Young,10 ft.,Good
454,Common Honeylocust,Class tree,2002,Class of 1952,In ground marker,Gleditsia triacanthos,Shademaster,Medium,6 in.,Young,10 ft.,Good
455,Callery Pear,N/A,,,,Pyrus calleryana,PYCABR Pyrus calleryana,Medium,6 in.,Young,6 ft.,Good
456,Northern Red Oak,To honor,0,Gladys A. & Raymond D. Robinson,In ground marker,Quercus rubra,,Small,5 in.,Young,6 ft.,Fair
457,Northern Red Oak,Class tree,0,Gladys A. and Raymond D. Robinson,In ground marker,Quercus rubra,,Small,5 in.,Young,6 ft.,Good
458,Red Maple,To honor,2013,Dr. Wally Lagerwey,In ground marker,Acer rubrum,Morgan,Small,7 in.,Young,10 ft.,Good
459,White Ash,N/A,,,,Fraxinus americana,Autumn Purple,Small,4 in.,Young,6 ft.,Good
460,Eastern Redbud,To honor,2007,Elizabeth D. Kuebler,In ground marker,Cercis canadensis,CECA Cercis canadensis,Small,3 in.,Semi-mature,6 ft.,Good
461,Eastern Redbud,To honor,2007,Dr. John E. Bohnert,In ground marker,Cercis canadensis,CECA Cercis canadensis,Small,3 in.,Semi-mature,6 ft.,Good
462,Sugar Maple,To honor,2012,Dr. Marjorie K. Goodban,In ground marker,Acer saccharum,,Medium,12 in.,Mature,15 ft.,Fair
463,Yellow Buckeye,N/A,,,,Aesculus octandra,yellow buckeye,Large,16 in.,Mature,20 ft.,Good
464,Yellow Buckeye,N/A,,,,Aesculus octandra,yellow buckeye,Large,17 in.,Mature,20 ft.,Good
466,Hedge Maple,To honor,1990,Development and Public Relations Staff,In ground marker,Acer campestre,,Medium,12 in.,Mature,15 ft.,Good
468,Sweetbay Magnolia,N/A,,,,Magnolia virginiana,,Small,3 in.,Young,6 ft.,Good
469,Hackberry,N/A,,,,Celtis occidentalis,,Medium,10 in.,Semi-mature,15 ft.,Good
470,Kentucky Coffeetree,N/A,,,,Gymnocladus dioicus,,Small,2 in.,Young,6 ft.,Good
471,Red Maple,N/A,,,,Acer rubrum,,Small,3 in.,Young,6 ft.,Good
472,Hackberry,N/A,,,,Celtis occidentalis,,Small,2 in.,Young,6 ft.,Good
473,Kentucky Coffeetree,N/A,,,,Gymnocladus dioicus,,Small,2 in.,Young,6 ft.,Good
474,Elm,N/A,,,,Ulmus sp,Accolade,Small,4 in.,Young,6 ft.,Good
475,Elm,N/A,,,,Ulmus sp,Accolade,Small,4 in.,Young,6 ft.,Good
476,Elm,N/A,,,,Ulmus sp,Accolade,Small,4 in.,Young,6 ft.,Good
477,Elm,N/A,,,,Ulmus sp,Accolade,Small,4 in.,Young,6 ft.,Good
478,Northern Red Oak,N/A,,,,Quercus rubra,,Small,2 in.,Young,1 ft.,Poor
479,Northern Red Oak,N/A,,,,Quercus rubra,,Small,2 in.,Young,6 ft.,Fair
480,Red Maple,N/A,,,,Acer rubrum,,Small,2 in.,Young,6 ft.,Good
481,Bur Oak,N/A,,,,Quercus macrocarpa,,Small,2 in.,Young,6 ft.,Good
484,Bur Oak,N/A,,,,Quercus macrocarpa,,Small,2 in.,Young,6 ft.,Good
485,Red Maple,N/A,,,,Acer rubrum,,Small,2 in.,Young,6 ft.,Good
487,Northern Red Oak,N/A,,,,Quercus rubra,,Small,2 in.,Young,6 ft.,Good
488,Bur Oak,N/A,,,,Quercus macrocarpa,,Small,2 in.,Young,6 ft.,Good
489,Northern Red Oak,N/A,,,,Quercus rubra,,Small,2 in.,Young,6 ft.,Good
490,Tuliptree,N/A,,,,Liriodendron tulipifera,,Small,2 in.,Young,6 ft.,Good
491,Tuliptree,N/A,,,,Liriodendron tulipifera,,Small,2 in.,Young,6 ft.,Good
492,Tuliptree,N/A,,,,Liriodendron tulipifera,,Small,2 in.,Young,6 ft.,Good
493,Tuliptree,N/A,,,,Liriodendron tulipifera,,Small,2 in.,Young,6 ft.,Good
494,Tuliptree,N/A,,,,Liriodendron tulipifera,,Small,2 in.,Young,6 ft.,Good
495,Northern Red Oak,N/A,,,,Quercus rubra,,Small,2 in.,Young,6 ft.,Good
496,Tuliptree,N/A,,,,Liriodendron tulipifera,,Small,2 in.,Young,6 ft.,Good
498,American Hornbeam,N/A,,,,Carpinus caroliniana,,Small,1 in.,Young,6 ft.,Fair
499,American Hornbeam,N/A,,,,Carpinus caroliniana,,Small,1 in.,Young,6 ft.,Good
500,American Hornbeam,N/A,,,,Carpinus caroliniana,,Small,1 in.,Young,6 ft.,Fair
501,Silver Maple,N/A,,,,Acer saccharinum,,Large,36 in.,Over-mature,20 ft.,Fair
503,Southwestern White Pine,N/A,,,,Pinus strobiformis,,Large,18 in.,Mature,15 ft.,Good
505,Bur Oak,N/A,,,,Quercus macrocarpa,,Medium,6 in.,Young,10 ft.,Good
506,Butternut,N/A,,,,Juglans cinerea,JUCI Juglans cinera,Medium,7 in.,Semi-mature,10 ft.,Good
507,Persian Walnut,N/A,,,,Juglans regia,JURE Juglans regina carpathian,Large,16 in.,Mature,15 ft.,Good
508,American Elm,N/A,,,,Ulmus americana,,Large,44 in.,Over-mature,30 ft.,Good
509,Panicled Goldenraintree,N/A,,,,Koelreuteria paniculata,,Medium,10 in.,Mature,10 ft.,Good
510,Bur Oak,Memorial,0,Milton B. Stutzman,In ground marker,Quercus macrocarpa,,Medium,10 in.,Young,10 ft.,Good
512,Austrian Pine,Memorial,2006,Dr. Ronald G. Goetz,Stone,Pinus nigra,,Large,12 in.,Mature,10 ft.,Good
513,Austrian Pine,N/A,,,,Pinus nigra,,Large,13 in.,Mature,10 ft.,Good
514,American Hophornbeam,N/A,,,,Ostrya virginiana,,Medium,4 in.,Young,10 ft.,Good
515,American Hornbeam,Memorial,2005,Cameron Lilly Shish,In ground marker,Carpinus caroliniana,,Small,4 in.,Young,15 ft.,Good
516,Colorado Blue Spruce,N/A,,,,Picea pungens,,Large,16 in.,Mature,10 ft.,Fair
517,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Large,14 in.,Mature,15 ft.,Good
518,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Large,18 in.,Mature,15 ft.,Fair
519,Bur Oak,N/A,,,,Quercus macrocarpa,,Medium,5 in.,Young,6 ft.,Good
520,White Oak,N/A,,,,Quercus alba,check,Small,8 in.,Young,10 ft.,Good
521,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,Red Jewel,Medium,4 in.,Young,4 ft.,Good
522,Littleleaf Linden,N/A,,,,Tilia cordata,,Large,14 in.,Mature,15 ft.,Good
523,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,3 in.,Young,8 ft.,Good
524,American Elm,N/A,,,,Ulmus americana,,Large,34 in.,Mature,25 ft.,Good
525,Littleleaf Linden,N/A,,,,Tilia cordata,,Medium,15 in.,Mature,15 ft.,Good
527,Littleleaf Linden,N/A,,,,Tilia cordata,,Medium,14 in.,Mature,15 ft.,Good
530,Littleleaf Linden,N/A,,,,Tilia cordata,,Medium,14 in.,Mature,15 ft.,Good
532,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,,Small,5 in.,Mature,10 ft.,Good
533,Panicled Goldenraintree,N/A,,,,Koelreuteria paniculata,,Medium,3 in.,New planting,8 ft.,Good
534,Eastern White Pine,N/A,,,,Pinus strobus,,Medium,9 in.,Semi-mature,10 ft.,Fair
535,Norway Spruce,N/A,,,,Picea abies,PIAB Picea abies check,Large,12 in.,Mature,6 ft.,Good
536,Alaska Yellow Cedar,N/A,,,,Xanthocyparis nootkatensis,Glauca Pendula,Small,,Young,0 ft.,Good
537,Ginkgo,N/A,,,,Ginkgo biloba,,Medium,4 in.,Young,10 ft.,Good
539,Colorado Blue Spruce,N/A,,,,Picea pungens,,Large,16 in.,Mature,15 ft.,Good
540,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,apple apollo moon,Small,4 in.,Semi-mature,10 ft.,Good
541,Bur Oak,N/A,,,,Quercus macrocarpa,,Small,4 in.,Young,8 ft.,Good
542,White Oak,N/A,,,,Quercus alba,check,Small,4 in.,Young,6 ft.,Good
543,Ohio Buckeye,N/A,,,,Aesculus glabra,,Large,20 in.,Mature,15 ft.,Fair
544,Fiveleaf Aralia,N/A,,,,Eleutherococcus sieboldianus,,Small,1 in.,Young,1 ft.,Good
545,Orixa,N/A,,,,Orixa japonica,,Small,1 in.,Young,1 ft.,Fair
547,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,28 in.,Mature,25 ft.,Good
548,Yew,N/A,,,,Taxus sp,,Small,12 in.,Mature,10 ft.,Good
549,Yew,N/A,,,,Taxus sp,,Small,12 in.,Mature,10 ft.,Good
550,Yew,N/A,,,,Taxus sp,,Small,12 in.,Mature,10 ft.,Good
551,Colorado Blue Spruce,N/A,,,,Picea pungens,,Large,20 in.,Mature,10 ft.,Fair
553,Colorado Blue Spruce,N/A,,,,Picea pungens,,Large,9 in.,Mature,10 ft.,Good
554,Colorado Blue Spruce,N/A,,,,Picea pungens,,Large,12 in.,Mature,10 ft.,Good
555,Lilac,N/A,,,,Syringa sp,,Small,1 in.,Mature,10 ft.,Fair
556,Waferash,N/A,,,,Ptelea trifoliata,PTTR Ptlelea trifoliata,Small,4 in.,Semi-mature,10 ft.,Good
558,Spirea,N/A,,,,Spiraea sp,,Small,1 in.,Mature,6 ft.,Good
559,Lilac,N/A,,,,Syringa sp,vulgaris,Small,1 in.,Mature,10 ft.,Fair
561,White Spruce,N/A,,,,Picea glauca,,Large,12 in.,Mature,10 ft.,Good
562,Lilac,N/A,,,,Syringa sp,,Small,2 in.,Mature,6 ft.,Fair
563,Japanese White Pine,N/A,,,,Pinus parviflora,,Small,3 in.,Young,6 ft.,Fair
564,Scotch Pine,N/A,,,,Pinus sylvestris,two needle short,Small,4 in.,Semi-mature,10 ft.,Good
565,Bristly Locust,N/A,,,,Robinia hispida,,Small,1 in.,Young,6 ft.,Fair
566,Beauty Bush,N/A,,,,Kolkwitzia amabilis,,Small,1 in.,Mature,6 ft.,Fair
567,Osage Orange,N/A,,,,Maclura pomifera,,Medium,4 in.,Semi-mature,6 ft.,Good
568,American Hornbeam,N/A,,,,Carpinus caroliniana,,Medium,3 in.,Semi-mature,6 ft.,Good
570,Saucer Magnolia,N/A,,,,Magnolia x soulangeana,,Small,3 in.,Semi-mature,0 ft.,Good
571,Norway Spruce,N/A,,,,Picea abies,PIAB Picea abies,Large,12 in.,Mature,10 ft.,Good
572,Norway Spruce,N/A,,,,Picea abies,PIAB Picea abies,Large,16 in.,Mature,15 ft.,Good
573,Yellowwood,N/A,,,,Cladrastis kentukea,,Medium,5 in.,Semi-mature,10 ft.,Good
574,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,,Medium,7 in.,Mature,10 ft.,Good
575,Red Buckeye,N/A,,,,Aesculus pavia,AEPA Aesculus pavia,Small,4 in.,Semi-mature,10 ft.,Good
576,Saucer Magnolia,N/A,,,,Magnolia x soulangeana,,Small,2 in.,Mature,6 ft.,Good
578,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,1 in.,Mature,6 ft.,Good
579,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Large,16 in.,Mature,15 ft.,Good
580,Saucer Magnolia,N/A,,,,Magnolia x soulangeana,,Small,2 in.,Mature,6 ft.,Good
581,Sawtooth Oak,N/A,,,,Quercus acutissima,QUAC Quercus accutissima,Medium,4 in.,Semi-mature,10 ft.,Good
582,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Large,14 in.,Mature,20 ft.,Good
583,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,20 in.,Mature,30 ft.,Good
584,Red Mulberry,N/A,,,,Morus rubra,,Large,18 in.,Mature,15 ft.,Fair
585,Mugo Pine,N/A,,,,Pinus mugo,mugo pine,Small,2 in.,Mature,10 ft.,Good
586,Chinkapin Oak,N/A,,,,Quercus muehlenbergii,check,Small,4 in.,Young,6 ft.,Good
589,Eastern Redbud,N/A,,,,Cercis canadensis,CECA Cercis canadensis,Medium,7 in.,Mature,10 ft.,Fair
590,Ohio Buckeye,N/A,,,,Aesculus glabra,,Small,4 in.,Young,6 ft.,Fair
592,Yew,N/A,,,,Taxus sp,,Medium,3 in.,Mature,6 ft.,Good
593,Burning Bush Euonymus,N/A,,,,Euonymus alatus,,Medium,3 in.,Mature,6 ft.,Fair
594,Eastern Redcedar,N/A,,,,Juniperus virginiana,,Large,10 in.,Mature,10 ft.,Good
595,Eastern Redcedar,N/A,,,,Juniperus virginiana,,Large,16 in.,Mature,10 ft.,Good
597,Lilac,N/A,,,,Syringa sp,vulgaris,Small,1 in.,Semi-mature,6 ft.,Good
598,Amur Maple,N/A,,,,Acer ginnala,check,Small,4 in.,Young,1 ft.,Good
599,Common Horsechestnut,N/A,,,,Aesculus hippocastanum,,Large,19 in.,Mature,20 ft.,Good
601,Sycamore Maple,N/A,,,,Acer pseudoplatanus,Esk Sunset,Small,1 in.,New planting,1 ft.,Fair
602,Ohio Buckeye,N/A,,,,Aesculus glabra,a x mutabilis,Small,1 in.,New planting,6 ft.,Fair
603,Japanese Maple,N/A,,,,Acer palmatum,scolopendrifolium,Small,2 in.,Young,1 ft.,Good
605,Hedge Maple,N/A,,,,Acer campestre,carnival,Small,1 in.,New planting,1 ft.,Fair
606,Scotch Pine,N/A,,,,Pinus sylvestris,,Medium,14 in.,Mature,20 ft.,Good
607,Hackberry,N/A,,,,Celtis occidentalis,,Medium,5 in.,Semi-mature,10 ft.,Good
608,Chinese Elm,N/A,,,,Ulmus parvifolia,,Medium,10 in.,Mature,15 ft.,Fair
609,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Large,16 in.,Mature,15 ft.,Good
610,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Large,15 in.,Mature,15 ft.,Good
611,Hawthorn,N/A,,,,Crataegus sp,,Small,2 in.,Mature,10 ft.,Good
612,Serviceberry,N/A,,,,Amelanchier canadensis,,Medium,3 in.,Mature,10 ft.,Good
613,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Medium,4 in.,Mature,15 ft.,Good
614,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Medium,4 in.,Mature,15 ft.,Good
615,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Medium,4 in.,Mature,15 ft.,Good
616,Saucer Magnolia,N/A,,,,Magnolia x soulangeana,,Medium,4 in.,Mature,15 ft.,Good
618,White Fir,N/A,,,,Abies concolor,,Large,12 in.,Mature,10 ft.,Good
619,White Fir,N/A,,,,Abies concolor,,Large,8 in.,Semi-mature,10 ft.,Good
620,White Fir,N/A,,,,Abies concolor,,Large,10 in.,Mature,10 ft.,Good
621,White Fir,N/A,,,,Abies concolor,,Large,8 in.,Semi-mature,10 ft.,Good
622,White Fir,N/A,,,,Abies concolor,,Large,7 in.,Semi-mature,10 ft.,Good
623,White Fir,N/A,,,,Abies concolor,,Large,10 in.,Mature,10 ft.,Good
624,White Fir,N/A,,,,Abies concolor,,Large,8 in.,Semi-mature,10 ft.,Good
625,White Fir,N/A,,,,Abies concolor,,Large,9 in.,Semi-mature,10 ft.,Good
627,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,1 in.,Mature,6 ft.,Good
628,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,1 in.,Mature,6 ft.,Good
629,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,1 in.,Mature,6 ft.,Good
631,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Medium,8 in.,Semi-mature,10 ft.,Good
636,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,12 in.,Mature,15 ft.,Good
637,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,16 in.,Mature,20 ft.,Good
652,White Spruce,N/A,,,,Picea glauca,,Medium,4 in.,Mature,10 ft.,Good
653,Colorado Blue Spruce,N/A,,,,Picea pungens,,Medium,4 in.,Mature,10 ft.,Good
654,White Fir,N/A,,,,Abies concolor,,Medium,4 in.,Mature,10 ft.,Fair
656,Colorado Blue Spruce,N/A,,,,Picea pungens,,Medium,3 in.,Semi-mature,10 ft.,Good
657,White Spruce,N/A,,,,Picea glauca,,Small,4 in.,Mature,10 ft.,Good
658,Colorado Blue Spruce,N/A,,,,Picea pungens,,Large,11 in.,Mature,10 ft.,Good
659,Colorado Blue Spruce,N/A,,,,Picea pungens,,Medium,4 in.,Semi-mature,10 ft.,Good
660,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,12 in.,Mature,15 ft.,Good
662,Norway Maple,N/A,,,,Acer platanoides,ACPL Acer platanoides,Medium,10 in.,Semi-mature,15 ft.,Fair
663,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,,Small,3 in.,Mature,6 ft.,Good
664,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,3 in.,Mature,6 ft.,Good
665,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,3 in.,Mature,6 ft.,Good
666,American Elm,N/A,,,,Ulmus americana,,Small,28 in.,Mature,25 ft.,Good
667,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,4 in.,Mature,6 ft.,Good
668,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,16 in.,Mature,20 ft.,Good
669,Cornelian Cherry Dogwood,N/A,,,,Cornus mas,,Small,4 in.,Mature,6 ft.,Good
670,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,,Small,3 in.,Mature,10 ft.,Good
671,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,,Small,4 in.,Mature,6 ft.,Good
672,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,15 in.,Mature,15 ft.,Good
675,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Medium,8 in.,Mature,10 ft.,Good
676,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Medium,8 in.,Semi-mature,10 ft.,Good
677,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,17 in.,Mature,15 ft.,Good
678,Yew,N/A,,,,Taxus sp,,Medium,2 in.,Mature,6 ft.,Good
679,Yew,N/A,,,,Taxus sp,,Medium,2 in.,Mature,6 ft.,Good
680,American Elm,N/A,,,,Ulmus americana,,Large,32 in.,Mature,20 ft.,Good
681,Lilac,N/A,,,,Syringa sp,vulgaris,Small,1 in.,Mature,10 ft.,Good
682,Common Honeylocust,N/A,,,,Gleditsia triacanthos,,Large,18 in.,Mature,20 ft.,Good
686,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
687,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
688,Aspen,N/A,,,,Populus tremuloides,,Small,2 in.,Young,6 ft.,Good
689,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
690,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
691,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
692,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
693,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
694,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
695,Aspen,N/A,,,,Populus tremuloides,,Small,1 in.,Young,6 ft.,Good
696,Bur Oak,Memorial,2010,Ann O'Brochta,In ground marker,Quercus macrocarpa,QUERCUS X SCHUETTI,Small,2 in.,New planting,6 ft.,Good
697,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,3 in.,Young,6 ft.,Good
698,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,3 in.,Young,6 ft.,Good
699,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,3 in.,Young,6 ft.,Good
700,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,2 in.,Young,4 ft.,Good
701,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,2 in.,Young,6 ft.,Good
702,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,3 in.,Young,6 ft.,Good
703,Tuliptree,N/A,,,,Liriodendron tulipifera,,Medium,3 in.,Young,6 ft.,Good
704,European Beech,N/A,,,,Fagus sylvatica,Faux de Vaus,Small,4 in.,Young,6 ft.,Good
705,Northern Red Oak,N/A,,,,Quercus rubra,,Small,3 in.,Young,6 ft.,Good
706,Star Magnolia,N/A,,,,Magnolia stellata,,Small,2 in.,Semi-mature,6 ft.,Good
708,Austrian Pine,N/A,,,,Pinus nigra,,Large,14 in.,Mature,15 ft.,Dead
709,Sawtooth Oak,N/A,,,,Quercus acutissima,QUAC Quercus accutissima,Medium,8 in.,Semi-mature,10 ft.,Good
710,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,sargentii,Small,2 in.,Semi-mature,6 ft.,Good
711,European Beech,N/A,,,,Fagus sylvatica,FASY Fagus sylvatica,Small,8 in.,Young,10 ft.,Good
712,Black Oak,N/A,,,,Quercus velutina,,Large,11 in.,Semi-mature,15 ft.,Good
713,Katsuratree,N/A,,,,Cercidiphyllum japonicum,Pendula,Small,4 in.,Young,15 ft.,Good
714,Miyabei Maple,N/A,,,,Acer miyabei,ACMI Acer miyabe,Medium,7 in.,Mature,10 ft.,Good
715,Oriental Beech,To honor,1999,Yat Lok Eng,In ground marker,Fagus orientalis,,Medium,6 in.,Mature,10 ft.,Good
717,Black Walnut,N/A,,,,Juglans nigra,,Large,26 in.,Mature,25 ft.,Good
719,Austrian Pine,N/A,,,,Pinus nigra,,Large,18 in.,Mature,10 ft.,Fair
720,Colorado Blue Spruce,N/A,,,,Picea pungens,,Small,2 in.,Semi-mature,6 ft.,Fair
722,Yellowwood,N/A,,,,Cladrastis kentukea,,Medium,8 in.,Mature,15 ft.,Fair
726,Elm,N/A,,,,Ulmus sp,Triumph,Medium,5 in.,Young,10 ft.,Good
727,Oak,N/A,,,,Quercus sp,macrocarpa x robur,Medium,4 in.,New planting,10 ft.,Good
728,Japanese Flowering Crabapple,N/A,,,,Malus floribunda,sargentii,Small,2 in.,Semi-mature,6 ft.,Good
729,Star Magnolia,To honor,2014,Dr. Helga Noice,In ground marker,Magnolia stellata,,Small,4 in.,Semi-mature,10 ft.,Good
733,Star Magnolia,N/A,,,,Magnolia stellata,,Small,4 in.,Semi-mature,10 ft.,Good
734,Star Magnolia,N/A,,,,Magnolia stellata,,Small,4 in.,Semi-mature,10 ft.,Good
736,Elm,N/A,,,,Ulmus sp,Accolade,Medium,3 in.,Semi-mature,6 ft.,Good
737,Japanese Zelkova,N/A,,,,Zelkova serrata,,Medium,4 in.,Semi-mature,15 ft.,Good
738,Colorado Blue Spruce,N/A,,,,Picea pungens,,Medium,3 in.,Semi-mature,6 ft.,Good
739,Elm,N/A,,,,Ulmus sp,Accolade,Medium,2 in.,Young,6 ft.,Good
740,Elm,N/A,,,,Ulmus sp,Accolade,Medium,1 in.,Young,6 ft.,Good
741,Elm,N/A,,,,Ulmus sp,Accolade,Medium,2 in.,Young,6 ft.,Good
742,Japanese Zelkova,N/A,,,,Zelkova serrata,,Medium,11 in.,Semi-mature,10 ft.,Good
744,Elm,N/A,,,,Ulmus sp,Accolade,Small,3 in.,Semi-mature,6 ft.,Good
745,Swamp White Oak,N/A,,,,Quercus bicolor,,Small,1 in.,Young,1 ft.,Fair
746,Elm,N/A,,,,Ulmus sp,Accolade,Small,2 in.,Young,6 ft.,Good
747,Elm,N/A,,,,Ulmus sp,Accolade,Small,2 in.,Young,6 ft.,Good
